season,away_team,away_score,home_team,home_score,div_game,away_summary,home_summary
1999,min,17.0,atl,14.0,0,min_17.0,atl_14.0
1999,kc,17.0,chi,20.0,0,kc_17.0,chi_20.0
1999,pit,43.0,cle,0.0,1,pit_43.0,cle_0.0
1999,oak,24.0,gb,28.0,0,oak_24.0,gb_28.0
1999,buf,14.0,ind,31.0,1,buf_14.0,ind_31.0
1999,sf,3.0,jax,41.0,0,sf_3.0,jax_41.0
1999,car,10.0,no,19.0,1,car_10.0,no_19.0
1999,ne,30.0,nyj,28.0,1,ne_30.0,nyj_28.0
1999,ari,25.0,phi,24.0,1,ari_25.0,phi_24.0
1999,det,28.0,sea,20.0,0,det_28.0,sea_20.0
1999,bal,10.0,stl,27.0,0,bal_10.0,stl_27.0
1999,nyg,17.0,tb,13.0,0,nyg_17.0,tb_13.0
1999,cin,35.0,ten,36.0,1,cin_35.0,ten_36.0
1999,dal,41.0,was,35.0,1,dal_41.0,was_35.0
1999,mia,38.0,den,21.0,0,mia_38.0,den_21.0
1999,pit,23.0,bal,20.0,1,pit_23.0,bal_20.0
1999,nyj,3.0,buf,17.0,1,nyj_3.0,buf_17.0
1999,jax,22.0,car,20.0,0,jax_22.0,car_20.0
1999,sea,14.0,chi,13.0,0,sea_14.0,chi_13.0
1999,sd,34.0,cin,7.0,0,sd_34.0,cin_7.0
1999,gb,15.0,det,23.0,1,gb_15.0,det_23.0
1999,den,10.0,kc,26.0,1,den_10.0,kc_26.0
1999,ari,16.0,mia,19.0,0,ari_16.0,mia_19.0
1999,oak,22.0,min,17.0,0,oak_22.0,min_17.0
1999,ind,28.0,ne,31.0,1,ind_28.0,ne_31.0
1999,was,50.0,nyg,21.0,1,was_50.0,nyg_21.0
1999,tb,19.0,phi,5.0,0,tb_19.0,phi_5.0
1999,no,21.0,sf,28.0,1,no_21.0,sf_28.0
1999,cle,9.0,ten,26.0,1,cle_9.0,ten_26.0
1999,atl,7.0,dal,24.0,0,atl_7.0,dal_24.0
1999,cle,10.0,bal,17.0,1,cle_10.0,bal_17.0
1999,phi,0.0,buf,26.0,0,phi_0.0,buf_26.0
1999,cin,3.0,car,27.0,0,cin_3.0,car_27.0
1999,min,20.0,gb,23.0,1,min_20.0,gb_23.0
1999,ten,20.0,jax,19.0,1,ten_20.0,jax_19.0
1999,det,21.0,kc,31.0,0,det_21.0,kc_31.0
1999,nyg,14.0,ne,16.0,0,nyg_14.0,ne_16.0
1999,was,27.0,nyj,20.0,0,was_27.0,nyj_20.0
1999,chi,17.0,oak,24.0,0,chi_17.0,oak_24.0
1999,sea,29.0,pit,10.0,0,sea_29.0,pit_10.0
1999,ind,27.0,sd,19.0,0,ind_27.0,sd_19.0
1999,atl,7.0,stl,35.0,1,atl_7.0,stl_35.0
1999,den,10.0,tb,13.0,0,den_10.0,tb_13.0
1999,sf,24.0,ari,10.0,0,sf_24.0,ari_10.0
1999,bal,19.0,atl,13.0,0,bal_19.0,atl_13.0
1999,no,10.0,chi,14.0,0,no_10.0,chi_14.0
1999,stl,38.0,cin,10.0,0,stl_38.0,cin_10.0
1999,ne,19.0,cle,7.0,0,ne_19.0,cle_7.0
1999,ari,7.0,dal,35.0,1,ari_7.0,dal_35.0
1999,nyj,21.0,den,13.0,0,nyj_21.0,den_13.0
1999,tb,14.0,min,21.0,1,tb_14.0,min_21.0
1999,phi,15.0,nyg,16.0,1,phi_15.0,nyg_16.0
1999,jax,17.0,pit,3.0,1,jax_17.0,pit_3.0
1999,kc,14.0,sd,21.0,1,kc_14.0,sd_21.0
1999,oak,21.0,sea,22.0,1,oak_21.0,sea_22.0
1999,ten,22.0,sf,24.0,0,ten_22.0,sf_24.0
1999,car,36.0,was,38.0,0,car_36.0,was_38.0
1999,buf,23.0,mia,18.0,1,buf_23.0,mia_18.0
1999,nyg,3.0,ari,14.0,1,nyg_3.0,ari_14.0
1999,pit,21.0,buf,24.0,0,pit_21.0,buf_24.0
1999,cin,18.0,cle,17.0,1,cin_18.0,cle_17.0
1999,sd,20.0,det,10.0,0,sd_20.0,det_10.0
1999,tb,23.0,gb,26.0,1,tb_23.0,gb_26.0
1999,mia,34.0,ind,31.0,1,mia_34.0,ind_31.0
1999,ne,14.0,kc,16.0,0,ne_14.0,kc_16.0
1999,chi,24.0,min,22.0,1,chi_24.0,min_22.0
1999,atl,20.0,no,17.0,1,atl_20.0,no_17.0
1999,den,16.0,oak,13.0,1,den_16.0,oak_13.0
1999,dal,10.0,phi,13.0,1,dal_10.0,phi_13.0
1999,sf,20.0,stl,42.0,1,sf_20.0,stl_42.0
1999,bal,11.0,ten,14.0,1,bal_11.0,ten_14.0
1999,jax,16.0,nyj,6.0,0,jax_16.0,nyj_6.0
1999,was,24.0,ari,10.0,1,was_24.0,ari_10.0
1999,stl,41.0,atl,13.0,1,stl_41.0,atl_13.0
1999,oak,20.0,buf,14.0,0,oak_20.0,buf_14.0
1999,phi,20.0,chi,16.0,0,phi_20.0,chi_16.0
1999,pit,17.0,cin,3.0,1,pit_17.0,cin_3.0
1999,gb,10.0,den,31.0,0,gb_10.0,den_31.0
1999,min,23.0,det,25.0,1,min_23.0,det_25.0
1999,cle,7.0,jax,24.0,1,cle_7.0,jax_24.0
1999,mia,31.0,ne,30.0,1,mia_31.0,ne_30.0
1999,ten,24.0,no,21.0,0,ten_24.0,no_21.0
1999,ind,16.0,nyj,13.0,1,ind_16.0,nyj_13.0
1999,sea,10.0,sd,13.0,1,sea_10.0,sd_13.0
1999,car,31.0,sf,29.0,1,car_31.0,sf_29.0
1999,dal,10.0,nyg,13.0,1,dal_10.0,nyg_13.0
1999,kc,35.0,bal,8.0,0,kc_35.0,bal_8.0
1999,det,24.0,car,9.0,0,det_24.0,car_9.0
1999,was,20.0,dal,38.0,1,was_20.0,dal_38.0
1999,cin,10.0,ind,31.0,0,cin_10.0,ind_31.0
1999,phi,13.0,mia,16.0,0,phi_13.0,mia_16.0
1999,sf,16.0,min,40.0,0,sf_16.0,min_40.0
1999,den,23.0,ne,24.0,0,den_23.0,ne_24.0
1999,no,3.0,nyg,31.0,0,no_3.0,nyg_31.0
1999,nyj,23.0,oak,24.0,0,nyj_23.0,oak_24.0
1999,gb,31.0,sd,3.0,0,gb_31.0,sd_3.0
1999,buf,16.0,sea,26.0,0,buf_16.0,sea_26.0
1999,cle,3.0,stl,34.0,0,cle_3.0,stl_34.0
1999,chi,3.0,tb,6.0,1,chi_3.0,tb_6.0
1999,atl,9.0,pit,13.0,0,atl_9.0,pit_13.0
1999,ne,27.0,ari,3.0,0,ne_27.0,ari_3.0
1999,car,20.0,atl,27.0,1,car_20.0,atl_27.0
1999,buf,13.0,bal,10.0,0,buf_13.0,bal_10.0
1999,jax,41.0,cin,10.0,1,jax_41.0,cin_10.0
1999,min,23.0,den,20.0,0,min_23.0,den_20.0
1999,tb,3.0,det,20.0,1,tb_3.0,det_20.0
1999,dal,24.0,ind,34.0,0,dal_24.0,ind_34.0
1999,sd,0.0,kc,34.0,1,sd_0.0,kc_34.0
1999,cle,21.0,no,16.0,0,cle_21.0,no_16.0
1999,mia,16.0,oak,9.0,0,mia_16.0,oak_9.0
1999,nyg,23.0,phi,17.0,1,nyg_23.0,phi_17.0
1999,stl,21.0,ten,24.0,0,stl_21.0,ten_24.0
1999,chi,22.0,was,48.0,0,chi_22.0,was_48.0
1999,sea,27.0,gb,7.0,0,sea_27.0,gb_7.0
1999,jax,30.0,atl,7.0,0,jax_30.0,atl_7.0
1999,phi,7.0,car,33.0,0,phi_7.0,car_33.0
1999,bal,41.0,cle,9.0,1,bal_41.0,cle_9.0
1999,stl,27.0,det,31.0,0,stl_27.0,det_31.0
1999,chi,14.0,gb,13.0,1,chi_14.0,gb_13.0
1999,kc,17.0,ind,25.0,0,kc_17.0,ind_25.0
1999,ten,0.0,mia,17.0,0,ten_0.0,mia_17.0
1999,tb,31.0,no,16.0,0,tb_31.0,no_16.0
1999,ari,7.0,nyj,12.0,0,ari_7.0,nyj_12.0
1999,den,33.0,sd,17.0,1,den_33.0,sd_17.0
1999,cin,20.0,sea,37.0,0,cin_20.0,sea_37.0
1999,pit,27.0,sf,6.0,0,pit_27.0,sf_6.0
1999,buf,34.0,was,17.0,0,buf_34.0,was_17.0
1999,dal,17.0,min,27.0,0,dal_17.0,min_27.0
1999,det,19.0,ari,23.0,0,det_19.0,ari_23.0
1999,mia,3.0,buf,23.0,1,mia_3.0,buf_23.0
1999,min,27.0,chi,24.0,1,min_27.0,chi_24.0
1999,ten,24.0,cin,14.0,1,ten_24.0,cin_14.0
1999,gb,13.0,dal,27.0,0,gb_13.0,dal_27.0
1999,bal,3.0,jax,6.0,1,bal_3.0,jax_6.0
1999,sf,6.0,no,24.0,1,sf_6.0,no_24.0
1999,ind,27.0,nyg,19.0,0,ind_27.0,nyg_19.0
1999,sd,9.0,oak,28.0,1,sd_9.0,oak_28.0
1999,was,28.0,phi,35.0,1,was_28.0,phi_35.0
1999,cle,16.0,pit,15.0,1,cle_16.0,pit_15.0
1999,den,17.0,sea,20.0,1,den_17.0,sea_20.0
1999,car,10.0,stl,35.0,1,car_10.0,stl_35.0
1999,kc,10.0,tb,17.0,0,kc_10.0,tb_17.0
1999,nyj,24.0,ne,17.0,1,nyj_24.0,ne_17.0
1999,dal,9.0,ari,13.0,1,dal_9.0,ari_13.0
1999,bal,34.0,cin,31.0,1,bal_34.0,cin_31.0
1999,car,31.0,cle,17.0,0,car_31.0,cle_17.0
1999,det,17.0,gb,26.0,1,det_17.0,gb_26.0
1999,no,23.0,jax,41.0,0,no_23.0,jax_41.0
1999,sea,31.0,kc,19.0,1,sea_31.0,kc_19.0
1999,ne,17.0,mia,27.0,1,ne_17.0,mia_27.0
1999,buf,7.0,nyj,17.0,1,buf_7.0,nyj_17.0
1999,ind,44.0,phi,17.0,0,ind_44.0,phi_17.0
1999,chi,23.0,sd,20.0,0,chi_23.0,sd_20.0
1999,stl,23.0,sf,7.0,1,stl_23.0,sf_7.0
1999,atl,10.0,tb,19.0,0,atl_10.0,tb_19.0
1999,pit,10.0,ten,16.0,1,pit_10.0,ten_16.0
1999,nyg,13.0,was,23.0,1,nyg_13.0,was_23.0
1999,oak,21.0,den,27.0,1,oak_21.0,den_27.0
1999,mia,0.0,dal,20.0,0,mia_0.0,dal_20.0
1999,chi,17.0,det,21.0,1,chi_17.0,det_21.0
1999,jax,30.0,bal,23.0,1,jax_30.0,bal_23.0
1999,ne,7.0,buf,17.0,1,ne_7.0,buf_17.0
1999,atl,28.0,car,34.0,1,atl_28.0,car_34.0
1999,ten,33.0,cle,21.0,1,ten_33.0,cle_21.0
1999,nyj,6.0,ind,13.0,1,nyj_6.0,ind_13.0
1999,sd,27.0,min,35.0,0,sd_27.0,min_35.0
1999,ari,34.0,nyg,24.0,1,ari_34.0,nyg_24.0
1999,kc,37.0,oak,34.0,1,kc_37.0,oak_34.0
1999,cin,27.0,pit,20.0,1,cin_27.0,pit_20.0
1999,tb,16.0,sea,3.0,0,tb_16.0,sea_3.0
1999,no,12.0,stl,43.0,1,no_12.0,stl_43.0
1999,phi,17.0,was,20.0,1,phi_17.0,was_20.0
1999,gb,20.0,sf,3.0,0,gb_20.0,sf_3.0
1999,pit,6.0,jax,20.0,1,pit_6.0,jax_20.0
1999,phi,17.0,ari,21.0,1,phi_17.0,ari_21.0
1999,no,12.0,atl,35.0,1,no_12.0,atl_35.0
1999,ten,14.0,bal,41.0,1,ten_14.0,bal_41.0
1999,stl,34.0,car,21.0,1,stl_34.0,car_21.0
1999,gb,35.0,chi,19.0,1,gb_35.0,chi_19.0
1999,sf,30.0,cin,44.0,0,sf_30.0,cin_44.0
1999,kc,16.0,den,10.0,1,kc_16.0,den_10.0
1999,was,17.0,det,33.0,0,was_17.0,det_33.0
1999,ind,37.0,mia,34.0,1,ind_37.0,mia_34.0
1999,dal,6.0,ne,13.0,0,dal_6.0,ne_13.0
1999,nyj,28.0,nyg,41.0,0,nyj_28.0,nyg_41.0
1999,sea,21.0,oak,30.0,1,sea_21.0,oak_30.0
1999,cle,10.0,sd,23.0,0,cle_10.0,sd_23.0
1999,min,17.0,tb,24.0,1,min_17.0,tb_24.0
1999,oak,14.0,ten,21.0,0,oak_14.0,ten_21.0
1999,nyg,19.0,buf,17.0,0,nyg_19.0,buf_17.0
1999,cle,28.0,cin,44.0,1,cle_28.0,cin_44.0
1999,phi,10.0,dal,20.0,1,phi_10.0,dal_20.0
1999,car,33.0,gb,31.0,0,car_33.0,gb_31.0
1999,ne,15.0,ind,20.0,1,ne_15.0,ind_20.0
1999,min,28.0,kc,31.0,0,min_28.0,kc_31.0
1999,stl,30.0,no,14.0,1,stl_30.0,no_14.0
1999,mia,20.0,nyj,28.0,1,mia_20.0,nyj_28.0
1999,bal,31.0,pit,24.0,1,bal_31.0,pit_24.0
1999,sd,19.0,sea,16.0,1,sd_19.0,sea_16.0
1999,atl,7.0,sf,26.0,1,atl_7.0,sf_26.0
1999,det,16.0,tb,23.0,1,det_16.0,tb_23.0
1999,ari,3.0,was,28.0,1,ari_3.0,was_28.0
1999,den,24.0,jax,27.0,0,den_24.0,jax_27.0
1999,sf,24.0,car,41.0,1,sf_24.0,car_41.0
1999,pit,19.0,kc,35.0,0,pit_19.0,kc_35.0
1999,buf,31.0,ari,21.0,0,buf_31.0,ari_21.0
1999,no,8.0,bal,31.0,0,no_8.0,bal_31.0
1999,det,10.0,chi,28.0,1,det_10.0,chi_28.0
1999,jax,24.0,cle,14.0,1,jax_24.0,cle_14.0
1999,nyj,22.0,dal,21.0,0,nyj_22.0,dal_21.0
1999,sea,30.0,den,36.0,1,sea_30.0,den_36.0
1999,was,21.0,ind,24.0,0,was_21.0,ind_24.0
1999,sd,9.0,mia,12.0,0,sd_9.0,mia_12.0
1999,tb,0.0,oak,45.0,0,tb_0.0,oak_45.0
1999,ne,9.0,phi,24.0,0,ne_9.0,phi_24.0
1999,nyg,10.0,stl,31.0,0,nyg_10.0,stl_31.0
1999,atl,17.0,ten,30.0,0,atl_17.0,ten_30.0
1999,gb,20.0,min,24.0,1,gb_20.0,min_24.0
1999,dal,24.0,no,31.0,0,dal_24.0,no_31.0
1999,den,17.0,det,7.0,0,den_17.0,det_7.0
1999,ari,14.0,atl,37.0,0,ari_14.0,atl_37.0
1999,cin,0.0,bal,22.0,1,cin_0.0,bal_22.0
1999,ind,29.0,cle,28.0,0,ind_29.0,cle_28.0
1999,buf,13.0,ne,10.0,1,buf_13.0,ne_10.0
1999,min,34.0,nyg,17.0,0,min_34.0,nyg_17.0
1999,car,20.0,pit,30.0,0,car_20.0,pit_30.0
1999,oak,20.0,sd,23.0,1,oak_20.0,sd_23.0
1999,kc,14.0,sea,23.0,1,kc_14.0,sea_23.0
1999,was,26.0,sf,20.0,0,was_26.0,sf_20.0
1999,chi,12.0,stl,34.0,0,chi_12.0,stl_34.0
1999,gb,10.0,tb,29.0,1,gb_10.0,tb_29.0
1999,jax,14.0,ten,41.0,1,jax_14.0,ten_41.0
1999,nyj,38.0,mia,31.0,1,nyj_38.0,mia_31.0
1999,ind,6.0,buf,31.0,1,ind_6.0,buf_31.0
1999,no,13.0,car,45.0,1,no_13.0,car_45.0
1999,tb,20.0,chi,6.0,1,tb_20.0,chi_6.0
1999,nyg,18.0,dal,26.0,1,nyg_18.0,dal_26.0
1999,sd,12.0,den,6.0,1,sd_12.0,den_6.0
1999,ari,24.0,gb,49.0,0,ari_24.0,gb_49.0
1999,cin,7.0,jax,24.0,1,cin_7.0,jax_24.0
1999,oak,41.0,kc,38.0,1,oak_41.0,kc_38.0
1999,det,17.0,min,24.0,1,det_17.0,min_24.0
1999,bal,3.0,ne,20.0,0,bal_3.0,ne_20.0
1999,sea,9.0,nyj,19.0,0,sea_9.0,nyj_19.0
1999,stl,31.0,phi,38.0,0,stl_31.0,phi_38.0
1999,ten,47.0,pit,36.0,1,ten_47.0,pit_36.0
1999,mia,10.0,was,21.0,0,mia_10.0,was_21.0
1999,sf,29.0,atl,34.0,1,sf_29.0,atl_34.0
2000,sf,28.0,atl,36.0,1,sf_28.0,atl_36.0
2000,jax,27.0,cle,7.0,1,jax_27.0,cle_7.0
2000,ind,27.0,kc,14.0,0,ind_27.0,kc_14.0
2000,chi,27.0,min,30.0,1,chi_27.0,min_30.0
2000,tb,21.0,ne,16.0,0,tb_21.0,ne_16.0
2000,det,14.0,no,10.0,0,det_14.0,no_10.0
2000,ari,16.0,nyg,21.0,1,ari_16.0,nyg_21.0
2000,bal,16.0,pit,0.0,1,bal_16.0,pit_0.0
2000,car,17.0,was,20.0,0,car_17.0,was_20.0
2000,phi,41.0,dal,14.0,1,phi_41.0,dal_14.0
2000,nyj,20.0,gb,16.0,0,nyj_20.0,gb_16.0
2000,sea,0.0,mia,23.0,0,sea_0.0,mia_23.0
2000,sd,6.0,oak,9.0,1,sd_6.0,oak_9.0
2000,ten,13.0,buf,16.0,0,ten_13.0,buf_16.0
2000,den,36.0,stl,41.0,0,den_36.0,stl_41.0
2000,oak,38.0,ind,31.0,0,oak_38.0,ind_31.0
2000,jax,36.0,bal,39.0,1,jax_36.0,bal_39.0
2000,gb,18.0,buf,27.0,0,gb_18.0,buf_27.0
2000,cle,24.0,cin,7.0,1,cle_24.0,cin_7.0
2000,mia,7.0,min,13.0,0,mia_7.0,min_13.0
2000,nyg,33.0,phi,18.0,1,nyg_33.0,phi_18.0
2000,chi,0.0,tb,41.0,1,chi_0.0,tb_41.0
2000,kc,14.0,ten,17.0,0,kc_14.0,ten_17.0
2000,atl,14.0,den,42.0,0,atl_14.0,den_42.0
2000,was,10.0,det,15.0,0,was_10.0,det_15.0
2000,no,28.0,sd,27.0,0,no_28.0,sd_27.0
2000,stl,37.0,sea,34.0,0,stl_37.0,sea_34.0
2000,car,38.0,sf,22.0,1,car_38.0,sf_22.0
2000,dal,31.0,ari,32.0,1,dal_31.0,ari_32.0
2000,ne,19.0,nyj,20.0,1,ne_19.0,nyj_20.0
2000,atl,15.0,car,10.0,1,atl_15.0,car_10.0
2000,pit,20.0,cle,23.0,1,pit_20.0,cle_23.0
2000,tb,31.0,det,10.0,1,tb_31.0,det_10.0
2000,phi,3.0,gb,6.0,0,phi_3.0,gb_6.0
2000,cin,0.0,jax,13.0,1,cin_0.0,jax_13.0
2000,sd,10.0,kc,42.0,1,sd_10.0,kc_42.0
2000,buf,14.0,nyj,27.0,1,buf_14.0,nyj_27.0
2000,sf,24.0,stl,41.0,1,sf_24.0,stl_41.0
2000,den,33.0,oak,24.0,1,den_33.0,oak_24.0
2000,nyg,14.0,chi,7.0,0,nyg_14.0,chi_7.0
2000,min,21.0,ne,13.0,0,min_21.0,ne_13.0
2000,no,10.0,sea,20.0,0,no_10.0,sea_20.0
2000,bal,6.0,mia,19.0,0,bal_6.0,mia_19.0
2000,dal,27.0,was,21.0,1,dal_27.0,was_21.0
2000,stl,41.0,atl,20.0,1,stl_41.0,atl_20.0
2000,cin,0.0,bal,37.0,1,cin_0.0,bal_37.0
2000,det,21.0,chi,14.0,1,det_21.0,chi_14.0
2000,sf,41.0,dal,24.0,0,sf_41.0,dal_24.0
2000,ne,3.0,mia,10.0,1,ne_3.0,mia_10.0
2000,phi,21.0,no,7.0,0,phi_21.0,no_7.0
2000,ten,23.0,pit,20.0,1,ten_23.0,pit_20.0
2000,gb,29.0,ari,3.0,0,gb_29.0,ari_3.0
2000,kc,23.0,den,22.0,1,kc_23.0,den_22.0
2000,cle,10.0,oak,36.0,0,cle_10.0,oak_36.0
2000,sea,20.0,sd,12.0,1,sea_20.0,sd_12.0
2000,nyj,21.0,tb,17.0,0,nyj_21.0,tb_17.0
2000,was,16.0,nyg,6.0,1,was_16.0,nyg_6.0
2000,jax,14.0,ind,43.0,0,jax_14.0,ind_43.0
2000,ind,18.0,buf,16.0,1,ind_18.0,buf_16.0
2000,dal,16.0,car,13.0,0,dal_16.0,car_13.0
2000,bal,12.0,cle,0.0,1,bal_12.0,cle_0.0
2000,min,31.0,det,24.0,1,min_31.0,det_24.0
2000,pit,24.0,jax,13.0,1,pit_24.0,jax_13.0
2000,sd,31.0,stl,57.0,0,sd_31.0,stl_57.0
2000,nyg,14.0,ten,28.0,0,nyg_14.0,ten_28.0
2000,mia,31.0,cin,16.0,0,mia_31.0,cin_16.0
2000,ne,28.0,den,19.0,0,ne_28.0,den_19.0
2000,chi,27.0,gb,24.0,1,chi_27.0,gb_24.0
2000,ari,20.0,sf,27.0,0,ari_20.0,sf_27.0
2000,tb,17.0,was,20.0,0,tb_17.0,was_20.0
2000,atl,10.0,phi,38.0,0,atl_10.0,phi_38.0
2000,sea,17.0,kc,24.0,1,sea_17.0,kc_24.0
2000,no,31.0,chi,10.0,0,no_31.0,chi_10.0
2000,ten,23.0,cin,14.0,1,ten_23.0,cin_14.0
2000,gb,24.0,det,31.0,1,gb_24.0,det_31.0
2000,buf,13.0,mia,22.0,1,buf_13.0,mia_22.0
2000,ind,16.0,ne,24.0,1,ind_16.0,ne_24.0
2000,pit,20.0,nyj,3.0,0,pit_20.0,nyj_3.0
2000,was,17.0,phi,14.0,1,was_17.0,phi_14.0
2000,cle,21.0,ari,29.0,0,cle_21.0,ari_29.0
2000,nyg,13.0,atl,6.0,0,nyg_13.0,atl_6.0
2000,sea,3.0,car,26.0,0,sea_3.0,car_26.0
2000,den,21.0,sd,7.0,1,den_21.0,sd_7.0
2000,oak,34.0,sf,28.0,0,oak_34.0,sf_28.0
2000,bal,15.0,jax,10.0,1,bal_15.0,jax_10.0
2000,tb,23.0,min,30.0,1,tb_23.0,min_30.0
2000,sd,24.0,buf,27.0,0,sd_24.0,buf_27.0
2000,oak,20.0,kc,17.0,1,oak_20.0,kc_17.0
2000,car,6.0,no,24.0,1,car_6.0,no_24.0
2000,dal,14.0,nyg,19.0,1,dal_14.0,nyg_19.0
2000,cin,0.0,pit,15.0,1,cin_0.0,pit_15.0
2000,atl,29.0,stl,45.0,1,atl_29.0,stl_45.0
2000,bal,3.0,was,10.0,0,bal_3.0,was_10.0
2000,phi,33.0,ari,14.0,1,phi_33.0,ari_14.0
2000,cle,10.0,den,44.0,0,cle_10.0,den_44.0
2000,nyj,34.0,ne,17.0,1,nyj_34.0,ne_17.0
2000,ind,37.0,sea,24.0,0,ind_37.0,sea_24.0
2000,sf,28.0,gb,31.0,0,sf_28.0,gb_31.0
2000,min,28.0,chi,16.0,1,min_28.0,chi_16.0
2000,jax,13.0,ten,27.0,1,jax_13.0,ten_27.0
2000,det,28.0,tb,14.0,1,det_28.0,tb_14.0
2000,ne,23.0,ind,30.0,1,ne_23.0,ind_30.0
2000,no,21.0,atl,19.0,1,no_21.0,atl_19.0
2000,ten,14.0,bal,6.0,1,ten_14.0,bal_6.0
2000,sf,16.0,car,34.0,1,sf_16.0,car_34.0
2000,den,21.0,cin,31.0,0,den_21.0,cin_31.0
2000,ari,7.0,dal,48.0,1,ari_7.0,dal_48.0
2000,stl,34.0,kc,54.0,0,stl_34.0,kc_54.0
2000,buf,27.0,min,31.0,0,buf_27.0,min_31.0
2000,chi,9.0,phi,13.0,0,chi_9.0,phi_13.0
2000,sea,3.0,oak,31.0,1,sea_3.0,oak_31.0
2000,cle,0.0,pit,22.0,1,cle_0.0,pit_22.0
2000,was,35.0,jax,16.0,0,was_35.0,jax_16.0
2000,mia,37.0,nyj,40.0,1,mia_37.0,nyj_40.0
2000,car,12.0,atl,13.0,1,car_12.0,atl_13.0
2000,pit,9.0,bal,6.0,1,pit_9.0,bal_6.0
2000,nyj,20.0,buf,23.0,1,nyj_20.0,buf_23.0
2000,cin,12.0,cle,3.0,1,cin_12.0,cle_3.0
2000,det,18.0,ind,30.0,0,det_18.0,ind_30.0
2000,gb,20.0,mia,28.0,0,gb_20.0,mia_28.0
2000,min,13.0,tb,41.0,1,min_13.0,tb_41.0
2000,no,21.0,ari,10.0,0,no_21.0,ari_10.0
2000,phi,7.0,nyg,24.0,1,phi_7.0,nyg_24.0
2000,stl,34.0,sf,24.0,1,stl_34.0,sf_24.0
2000,jax,23.0,dal,17.0,0,jax_23.0,dal_17.0
2000,kc,24.0,sea,19.0,1,kc_24.0,sea_19.0
2000,oak,15.0,sd,13.0,1,oak_15.0,sd_13.0
2000,ten,27.0,was,21.0,0,ten_27.0,was_21.0
2000,tb,27.0,atl,14.0,0,tb_27.0,atl_14.0
2000,ind,24.0,chi,27.0,0,ind_24.0,chi_27.0
2000,bal,27.0,cin,7.0,1,bal_27.0,cin_7.0
2000,nyg,24.0,cle,3.0,0,nyg_24.0,cle_3.0
2000,mia,23.0,det,8.0,0,mia_23.0,det_8.0
2000,buf,16.0,ne,13.0,1,buf_16.0,ne_13.0
2000,sf,15.0,no,31.0,1,sf_15.0,no_31.0
2000,dal,13.0,phi,16.0,1,dal_13.0,phi_16.0
2000,pit,7.0,ten,9.0,1,pit_7.0,ten_9.0
2000,was,15.0,ari,16.0,1,was_15.0,ari_16.0
2000,den,30.0,nyj,23.0,0,den_30.0,nyj_23.0
2000,kc,31.0,oak,49.0,1,kc_31.0,oak_49.0
2000,sd,15.0,sea,17.0,1,sd_15.0,sea_17.0
2000,car,27.0,stl,24.0,1,car_27.0,stl_24.0
2000,min,20.0,gb,26.0,1,min_20.0,gb_26.0
2000,chi,3.0,buf,20.0,0,chi_3.0,buf_20.0
2000,no,20.0,car,10.0,1,no_20.0,car_10.0
2000,cin,6.0,dal,23.0,0,cin_6.0,dal_23.0
2000,atl,10.0,det,13.0,0,atl_10.0,det_13.0
2000,sea,28.0,jax,21.0,0,sea_28.0,jax_21.0
2000,ari,14.0,min,31.0,0,ari_14.0,min_31.0
2000,phi,26.0,pit,23.0,0,phi_26.0,pit_23.0
2000,bal,24.0,ten,23.0,1,bal_24.0,ten_23.0
2000,ne,11.0,cle,19.0,0,ne_11.0,cle_19.0
2000,mia,17.0,sd,7.0,0,mia_17.0,sd_7.0
2000,kc,7.0,sf,21.0,0,kc_7.0,sf_21.0
2000,stl,38.0,nyg,24.0,0,stl_38.0,nyg_24.0
2000,gb,15.0,tb,20.0,1,gb_15.0,tb_20.0
2000,nyj,15.0,ind,23.0,1,nyj_15.0,ind_23.0
2000,oak,24.0,den,27.0,1,oak_24.0,den_27.0
2000,tb,10.0,chi,13.0,1,tb_10.0,chi_13.0
2000,ind,24.0,gb,26.0,0,ind_24.0,gb_26.0
2000,buf,21.0,kc,17.0,0,buf_21.0,kc_17.0
2000,car,17.0,min,31.0,0,car_17.0,min_31.0
2000,cin,13.0,ne,16.0,0,cin_13.0,ne_16.0
2000,oak,31.0,no,22.0,0,oak_31.0,no_22.0
2000,det,31.0,nyg,21.0,0,det_31.0,nyg_21.0
2000,ari,9.0,phi,34.0,1,ari_9.0,phi_34.0
2000,cle,10.0,ten,24.0,1,cle_10.0,ten_24.0
2000,sd,37.0,den,38.0,1,sd_37.0,den_38.0
2000,nyj,20.0,mia,3.0,1,nyj_20.0,mia_3.0
2000,dal,0.0,bal,27.0,0,dal_0.0,bal_27.0
2000,atl,6.0,sf,16.0,1,atl_6.0,sf_16.0
2000,jax,34.0,pit,24.0,1,jax_34.0,pit_24.0
2000,was,33.0,stl,20.0,0,was_33.0,stl_20.0
2000,ne,9.0,det,34.0,0,ne_9.0,det_34.0
2000,min,27.0,dal,15.0,0,min_27.0,dal_15.0
2000,cle,7.0,bal,44.0,1,cle_7.0,bal_44.0
2000,pit,48.0,cin,28.0,1,pit_48.0,cin_28.0
2000,chi,10.0,nyj,17.0,0,chi_10.0,nyj_17.0
2000,no,31.0,stl,24.0,1,no_31.0,stl_24.0
2000,buf,17.0,tb,31.0,0,buf_17.0,tb_31.0
2000,phi,23.0,was,20.0,1,phi_23.0,was_20.0
2000,atl,14.0,oak,41.0,0,atl_14.0,oak_41.0
